Id;Name;MakeId;OriginalId
20000017;Celebrity;20;17
20000019;Beretta/Corsica;20;19
20000020;Lumina;20;20
20000021;SS (For 2014 on.  For Impala/Caprice SS use model 20-002.);20;21
20000022;Cobalt;20;22
20000023;HHR;20;23
20000024;Traverse (2009-2012 only.  For 2013 on see model 423.);20;24
20000025;Cruze;20;25
20000026;Volt;20;26
20000027;Caprice PPV;20;27
20000028;Sonic;20;28
20000029;Spark;20;29
6000044;Cirrus;6;44
6000050;Executive;6;50
6000051;300M/300/300C/300S;6;51
6000052;PT Cruiser;6;52
6000053;Prowler (2002 on)  (1997,1999-01 see Plymouth);6;53
6000054;Pacifica;6;54
6000055;Crossfire;6;55
6000398;Other (automobile);6;398
6000399;Unknown (automobile);6;399
6000421;Aspen;6;421
6000441;Town and Country;6;441
6000442;"Voyager (2000 - 2003; 1984-00 see Plymouth. For 2020 on see 06-444.)";6;442
6000443;Pacifica;6;443
6000444;Voyager (2020 on. For 2000-2003 see vehicle make 06-442. For 1984-2000 see Plymouth.);6;444
6000498;Other (light truck);6;498
6000499;Unknown (light truck);6;499
6000999;Unknown (CHRYSLER);6;999
7000001;Dart;7;1
7000002;Coronet/Magnum/ Charger (thru 1978);7;2
7000003;Polara/Monaco/ Royal Monaco;7;3
7000004;Viper;7;4
7000005;Challenger;7;5
7000006;Aspen;7;6
7000007;Diplomat;7;7
7000008;Omni/Charger (1983 on);7;8
7000009;Mirada;7;9
7000010;St Regis;7;10
7000011;Aries (K);7;11
7000012;400;7;12
7000013;Rampage (car-based pickup);7;13
7000014;600;7;14
7000015;Daytona;7;15
7000016;Lancer;7;16
7000017;Shadow;7;17
7000018;Dynasty;7;18
7000019;Spirit;7;19
7000020;Neon;7;20
7000021;Magnum;7;21
7000024;Charger;7;24
7000025;Caliber;7;25
7000026;Avenger;7;26
7000027;Journey (For 2009-2018 only.  For model years 2019 on, see 07-404.);7;27
7000028;"Challenger (2008 on; for 1970-74 see model 005)";7;28
7000029;Dart (2013 on. See model 001 for 1960-1976.);7;29
7000030;Barracuda;7;30
7000033;Challenger;7;33
7000034;Colt  (includes 2WD Vista);7;34
7000035;Conquest;7;35
7000039;Stealth;7;39
7000040;Monaco;7;40
7000041;Intrepid;7;41
7000042;Avenger;7;42
7000043;Stratus;7;43
7000398;Other (automobile);7;398
7000399;Unknown (automobile);7;399
7000401;RaiderSport;7;401
7000402;"Durango (1998-2003 only; see model 422 for 2004 on)";7;402
7000403;Nitro;7;403
7000404;Journey (For 2019 on.  For model years 2009-2018, see 07-027.);7;404
7000421;Ramcharger;7;421
7000422;"Durango (2004 on; see 402 for 1998-2003 models)";7;422
7000441;Vista Van;7;441
7000442;Caravan/Grand Caravan;7;442
7000443;Ram C/V;7;443
7000444;Promaster City;7;444
7000461;B-Series Van/Ram Van/ Ram Wagon;7;461
7000462;Sprinter;7;462
7000463;Ram Promaster;7;463
7000470;Van Derivative;7;470
7000471;D50, Colt pickup, Ram 50/Ram 100;7;471
7000472;Dakota;7;472
7000481;D, W-Series pickup;7;481
7000482;Ram Pickup;7;482
7000498;Other (light truck);7;498
7000499;Unknown (light truck);7;499
7000850;Motor Home;7;850
7000870;Medium/Heavy Van-Based Vehicle;7;870
7000880;Medium/Heavy Pickup (pickup-style only – over 10,000 lbs);7;880
7000881;Medium/Heavy – CBE;7;881
7000882;Medium/Heavy – COE low entry;7;882
7000883;Medium/Heavy – COE high entry;7;883
7000884;Medium/Heavy –Unknown engine location;7;884
7000890;Medium/Heavy – COE entry position unknown;7;890
7000898;Other (medium/heavy truck);7;898
7000981;Bus**: Conventional (Engine out front);7;981
7000988;Other (bus);7;988
7000989;Unknown (bus);7;989
7000998;Other (vehicle);7;998
7000999;Unknown (DODGE);7;999
8000010;Imperial;8;10
8000398;Other (automobile;8;398
8000399;Unknown (automobile);8;399
9000001;Valiant/Scamp/Duster (thru 1976);9;1
9000002;Satellite/Belvedere;9;2
9000003;Fury (Fury Gran thru '78);9;3
9000004;Gran Fury ('80 on);9;4
9000005;Barracuda;9;5
9000006;Volare';9;6
9000007;Caravelle;9;7
9000008;Horizon/Turismo;9;8
9000011;Reliant (K);9;11
9000013;Scamp-(car-based p/u);9;13
9000017;Sundance;9;17
9000019;Acclaim;9;19
9000020;Neon (2002 and on, see Dodge);9;20
9000031;Cricket;9;31
9000032;Arrow;9;32
9000033;Sapporo;9;33
9000034;Champ/Colt import (includes 2WD Vista);9;34
9000035;Conquest;9;35
9000037;Laser;9;37
9000038;Breeze;9;38
9000039;Prowler (2002 and on, see Chrysler);9;39
9000398;Other (automobile);9;398
9000399;Unknown (automobile);9;399
9000421;Trailduster;9;421
9000441;Vista Van;9;441
9000442;Voyager (minivan) (2001 and on, see Chrysler);9;442
9000461;Van-fullsize (B-series);9;461
9000471;Arrow pickup (foreign);9;471
9000498;Other (light truck);9;498
9000499;Unknown (light truck);9;499
9000998;Other (vehicle);9;998
9000999;Unknown (PLYMOUTH);9;999
10000034;Summit (excludes wagon);10;34
10000037;Talon;10;37
10000040;Premier;10;40
10000041;Vision;10;41
10000044;Medallion;10;44
10000045;Summit Wagon;10;45
10000398;Other (automobile);10;398
10000399;Unknown (automobile);10;399
12000001;Falcon;12;1
12000002;Fairlane;12;2
12000003;Mustang/Mustang II;12;3
12000004;Thunderbird (all sizes);12;4
12000005;LTD II;12;5
12000006;LTD/Custom/Galaxy (all sizes);12;6
